StudyNo,AgeGroup,PrimeInstruction,ExperimentName,Subject,Procedure,Trial,Both,Neither,Phonological,Semantic,Prime,PrimeCondition,Question.RESP,State.RT,FreeResp,FreeResp.RT,Accuracy,FreeRespPrimeIntrusion,Target,MCCorrect,McResp,McAcc,McRT,a,b,c,d,e,McActualResp,WhichPrime,ToEliminate,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Word8,Word9,Word10,Word11,Word12,Word13,Word14,Word15,Word16,Word17,Word18,Word19,Word20,Word21,Word22
2,Young,NoInstruction,tot extended prime,64,ExpProc4,39,Pilsen,coin,prawn,Belgrade,PILSEN,B,1,3923,prauge,3149,0,0,Prague,b,b,1,3970,prawn,Prague,Pilsen,coin,Belgrade,Prague,0,0,Capital,of,Czechoslovakia,,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,40,camoflauge,bagel,camelback,gecko,BAGEL,U,1,1032,chameleon,2900,1,0,chameleon,a,a,1,4945,chameleon,camelback,gecko,camoflauge,bagel,chameleon,0,0,A,small,lizard,with,skin,that,changes,color,to,match,its,surroundings,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,41,Solo,volt,skyscraper,Kenobi,SOLO,B,1,901,skywalker,2582,1,0,Skywalker,c,c,1,2078,Kenobi,volt,Skywalker,skyscraper,Solo,Skywalker,0,0,Last,name,of,Leia's,brother,and,Darth,Vader's,son,in,Star,Wars,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,42,presumptuous,work,pretending,gaudy,PRESUMPTUOUS,B,3,8123,affected,6350,0,0,pretentious,c,c,1,2532,gaudy,work,pretentious,pretending,presumptuous,pretentious,0,1,Attempting,to,impress,by,affecting,greater,importance,or,talent,than,is,actually,possesssed,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,43,advantageous,bottle,austere,favorable,BOTTLE,U,2,3114,0,879,0,0,auspicious,d,d,1,10473,advantageous,favorable,bottle,auspicious,austere,auspicious,0,1,Showing,or,suggesting,that,future,success,is,likely,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,44,opaque,lazy,obstruct,esoteric,ESOTERIC,R,3,1378,confusing,2314,0,0,obscure,e,e,1,4868,lazy,opaque,obstruct,esoteric,obscure,obscure,0,0,Not,readily,understood,or,clearly,expressed,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,45,placebo,hype,panda,remedy,PLACEBO,B,3,5770,chimera,1981,0,0,panacea,e,e,1,4058,hype,placebo,panda,remedy,panacea,panacea,0,0,A,medicine,which,can,cure,any,illness,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,46,minimal,leash,meander,sparse,SPARSE,R,3,3067,weak,1074,0,0,meager,d,d,1,11453,minimal,sparse,leash,meager,meander,meager,0,0,Lacking,desirable,"qualities,",as,in,richness,or,strength,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,47,Wilson,ball,wattage,Doyle,WILSON,B,1,722,watson,1769,1,0,Watson,d,d,1,1381,Wilson,Doyle,ball,Watson,wattage,Watson,0,0,Last,name,of,Sherlock,Holmes',assistant,and,friend,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,48,bland,judge,banter,ordinary,JUDGE,U,1,4759,banal,1301,1,0,banal,b,b,1,3848,banter,banal,bland,judge,ordinary,banal,0,0,Obvious,or,trite;,commonplace,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,49,abnormality,view,anaerobic,misplacement,VIEW,U,1,963,anachronistic,2626,0,0,anachronism,d,d,1,2280,abnormality,misplacement,view,anachronism,anaerobic,anachronism,0,0,Something,out,of,keeping,with,the,time,in,which,it,exists,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,50,Tennyson,hum,thorny,Emerson,TENNYSON,B,3,10226,tennyson,1909,0,1,Thoreau,c,c,1,1748,Emerson,hum,Thoreau,thorny,Tennyson,Thoreau,0,0,Last,name,of,American,transcendentalist,known,for,Walden,and,Civil,Disobedience,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,51,Driscoll,chew,deed,Gable,DEED,P,1,950,deen,1524,0,0,Dean,e,e,1,3129,chew,Driscoll,deed,Gable,Dean,Dean,0,0,Last,name,of,American,actor,known,for,his,role,in,Rebel,Without,A,Cause,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,52,Christie,air,careless,Rowling,AIR,U,1,1121,carroll,2386,1,0,Carroll,d,d,1,1352,Christie,Rowling,air,Carroll,careless,Carroll,0,0,Last,name,of,author,of,Alice,in,Wonderland,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,53,abandon,pink,abdomen,resign,PINK,U,3,3306,abdicate,2137,1,0,abdicate,a,a,1,2696,abdicate,abdomen,resign,abandon,pink,abdicate,0,0,To,formally,renounce,a,throne,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,54,litigate,uncle,label,perjury,PERJURY,R,1,766,libel,3323,1,0,libel,a,a,1,1418,libel,label,perjury,litigate,uncle,libel,0,0,The,illegal,act,of,writing,untrue,things,about,someone,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,55,Garner,water,garnish,Ball,GARNISH,P,1,440,garland,1705,1,0,Garland,b,b,1,1966,garnish,Garland,Garner,water,Ball,Garland,0,0,Last,name,of,actress,who,played,Dorothy,in,Wizard,of,Oz,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,56,advance,plank,adverb,condone,PLANK,U,1,9163,advocate,3051,1,0,advocate,d,d,1,2130,advance,condone,plank,advocate,adverb,advocate,0,0,To,plead,the,cause,of,another;,to,support,or,promote,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,57,reiterate,shell,recalculate,outline,REITERATE,B,3,9212,rehash,2153,0,0,recapitulate,a,d,0,7167,recapitulate,recalculate,outline,reiterate,shell,reiterate,B,0,Summarize,and,state,again,the,main,points,of,something,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,58,literate,candle,locket,verbose,VERBOSE,R,1,1032,verbose,2460,0,1,loquacious,a,c,0,2048,loquacious,locket,verbose,literate,candle,verbose,R,0,Tending,to,talk,much,or,freely;,chatty,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,59,commitment,freeze,convenient,protocol,CONVENIENT,P,1,1152,covenant,2778,1,0,covenant,a,a,1,2107,covenant,convenient,protocol,commitment,freeze,covenant,0,0,A,promise,between,God,and,humans,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,60,obvious,milk,osteoporosis,flashy,FLASHY,R,1,1169,gauche,1961,0,0,ostentatious,a,a,1,3046,ostentatious,osteoporosis,flashy,obvious,milk,ostentatious,0,0,Characterized,by,vulgar,or,conspicuous,display,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,61,Cairo,banner,castle,Rabat,BANNER,U,1,1386,casablanca,3339,1,0,Casablanca,a,a,1,1056,Casablanca,castle,Rabat,Cairo,banner,Casablanca,0,0,Capital,of,Morocco,and,famous,movie,title,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,62,Norderstedt,image,neurosurgery,Berlin,BERLIN,R,3,3000,berlin,1457,0,1,Nuremberg,c,c,1,2567,Berlin,image,Nuremberg,neurosurgery,Norderstedt,Nuremberg,0,0,German,city,for,which,antisemitic,laws,were,named,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,63,disclaim,wrap,difficult,surrender,DIFFICULT,P,3,5723,defect,1439,0,0,default,e,e,1,5879,wrap,disclaim,difficult,surrender,default,default,0,1,To,fail,to,"act,",to,"pay,",or,to,appear,for,judgment,in,court,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,64,Hyde,igloo,hall,Salomon,HALL,P,1,997,hale,2899,1,0,Hale,e,e,1,1519,igloo,Hyde,hall,Salomon,Hale,Hale,0,0,Last,name,of,man,known,for,saying,"I	only	regret	that	I	have	but	one	life	to	give	for	my	country",,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,65,differ,llama,diva,split,DIVA,P,1,1567,diverge,1721,1,0,diverge,d,d,1,2030,differ,split,llama,diverge,diva,diverge,0,0,To,extend,in,separate,directions,from,a,common,point;,to,turn,aside,or,deviate,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,66,Lindell,cash,linoleum,Earhart,EARHART,R,1,2191,lindberg,3868,0,0,Lindbergh,d,d,1,2576,Lindell,Earhart,cash,Lindbergh,linoleum,Lindbergh,0,0,Last,name,of,first,person,to,fly,solo,nonstop,across,Atlantic,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,67,feverish,duck,forever,devout,FOREVER,P,4,8311,fervor,11212,0,0,fervent,d,d,1,4421,feverish,devout,duck,fervent,forever,fervent,0,0,Having,or,displaying,a,passionate,intensity,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,68,Robertson,vowel,robbery,Ashe,ROBERTSON,B,1,479,robinson,2838,1,0,Robinson,d,d,1,1437,Robertson,Ashe,vowel,Robinson,robbery,Robinson,0,0,Last,name,of,first,African,American,Major,League,Baseball,player,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,69,Namibia,bump,narrate,Tripoli,TRIPOLI,R,3,4863,tripoli,3209,0,1,Nairobi,c,a,0,2331,Tripoli,bump,Nairobi,narrate,Namibia,Tripoli,R,0,Capital,of,Kenya,,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,70,Clark,length,clap,Frazier,LENGTH,U,1,1162,clay,1266,1,0,Clay,a,a,1,958,Clay,clap,Frazier,Clark,length,Clay,0,0,Original,last,name,of,Muhammad,Ali,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,71,O'Donnell,train,okra,Ginsburg,GINSBURG,R,1,2632,o'connor,4061,1,0,O'Connor,d,d,1,1843,O'Donnell,Ginsburg,train,O'Connor,okra,O'Connor,0,0,Last,name,of,first,female,US,Supreme,Court,justice,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,72,Shelley,cave,ship,Wilde,SHELLEY,B,1,3247,shaw,1496,1,0,Shaw,e,e,1,1476,cave,Shelley,ship,Wilde,Shaw,Shaw,0,1,Last,name,of,Irish,author,well,known,for,Pygmalion,and,Man,and,Superman,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,73,delete,egg,depth,consume,DEPTH,P,1,641,deplete,2107,1,0,deplete,a,a,1,1219,deplete,depth,consume,delete,egg,deplete,0,0,To,empty,of,a,principal,substance;,to,exhaust,the,abundance,of,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,74,prognosis,trout,professor,vision,PROGNOSIS,B,3,6475,forecast,1606,0,0,prophecy,d,d,1,3862,prognosis,vision,trout,prophecy,professor,prophecy,0,0,A,prediction,of,what,will,happen,in,the,future,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,75,bargain,light,bark,tariff,LIGHT,U,1,938,barter,2546,1,0,barter,c,c,1,1491,tariff,light,barter,bark,bargain,barter,0,0,To,trade,by,exchanging,goods,for,other,goods,rather,than,money,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,76,Yosemite,gate,yesterday,Glacier,YOSEMITE,B,1,386,yellowstone,3165,1,0,Yellowstone,c,c,1,1328,Glacier,gate,Yellowstone,yesterday,Yosemite,Yellowstone,0,0,National,park,in,which,Old,Faithful,is,located,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,77,befuddle,glass,boardwalk,stupefy,GLASS,U,1,1047,befuddle,1811,0,0,bewilder,d,a,0,2260,befuddle,stupefy,glass,bewilder,boardwalk,befuddle,B,0,To,cause,someone,to,become,perplexed,and,confused,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,78,avoid,dove,absolve,refuse,DOVE,U,3,1344,restrain,2154,0,0,abstain,c,c,1,6335,refuse,dove,abstain,absolve,avoid,abstain,0,0,To,refrain,deliberately,and,often,with,an,effort,of,self-denial,from,an,action,or,practice,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,79,Alps,phone,android,Himalayas,PHONE,U,1,456,andes,1344,1,0,Andes,a,a,1,1418,Andes,android,Himalayas,Alps,phone,Andes,0,0,South,America's,largest,mountain,range,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,80,gelding,beard,goblin,puppy,GOBLIN,P,3,4524,gander,1409,0,0,gosling,b,b,1,3169,goblin,gosling,gelding,beard,puppy,gosling,0,0,A,young,goose,,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,81,Sundsvall,cleat,stockbroker,Copenhagen,SUNDSVALL,B,1,782,stockholm,4124,1,0,Stockholm,b,b,1,1767,stockbroker,Stockholm,Sundsvall,cleat,Copenhagen,Stockholm,0,0,Capital,of,Sweden,,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,82,introduce,yellow,implement,mention,MENTION,R,1,284,blurt,1466,0,0,interject,e,e,1,2023,yellow,introduce,implement,mention,interject,interject,0,0,To,say,something,"abruptly,",especially,as,an,aside,or,interruption,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,83,forest,kick,folding,vegetation,FOLDING,P,3,2391,foilage,2413,0,0,foliage,d,d,1,1954,forest,vegetation,kick,foliage,folding,foliage,0,0,A,cluster,of,"leaves,","buds,",or,branches,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,84,Cordoba,mint,caravan,Bogota,MINT,U,1,346,caracas,4462,1,0,Caracas,c,c,1,1357,Bogota,mint,Caracas,caravan,Cordoba,Caracas,0,0,Capital,of,Venezuela,,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,85,mash,king,mice,cleave,CLEAVE,R,1,1281,mince,2301,1,0,mince,e,e,1,1766,king,mash,mice,cleave,mince,mince,0,0,To,cut,or,chop,food,into,very,small,pieces,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,86,hematoma,window,homeowner,contusion,CONTUSION,R,1,3176,hemorrhage,2700,1,0,hemorrhage,a,a,1,2415,hemorrhage,homeowner,contusion,hematoma,window,hemorrhage,0,0,The,escape,of,blood,from,"vessels,",including,internal,and,external,bleeding,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,87,Melville,bunch,miracle,Albee,ALBEE,R,1,401,miller,1666,1,0,Miller,c,c,1,1377,Albee,bunch,Miller,miracle,Melville,Miller,0,0,Last,name,of,the,author,of,The,Crucible,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,88,Bangalore,cap,banister,Laos,CAP,U,1,429,bangkok,2254,1,0,Bangkok,b,b,1,1560,banister,Bangkok,Bangalore,cap,Laos,Bangkok,0,0,Capital,of,Thailand,,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,89,omniscient,shrimp,omnivorous,endless,ENDLESS,R,1,391,omnipotent,3498,1,0,omnipotent,d,d,1,2362,omniscient,endless,shrimp,omnipotent,omnivorous,omnipotent,0,0,Having,unlimited,power;,able,to,do,anything,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,90,monogamy,jelly,monogram,invariability,INVARIABILITY,R,1,289,monotony,2007,1,0,monotony,b,b,1,1226,monogram,monotony,monogamy,jelly,invariability,monotony,0,0,Tedious,sameness,of,tone,or,sound,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,91,presentation,wake,propogate,recommendation,PRESENTATION,B,3,1510,presen,1434,0,0,proposition,b,b,1,9976,propogate,proposition,presentation,wake,recommendation,proposition,0,0,Something,offered,for,consideration,or,acceptance,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,92,otolaryngology,bank,ornate,herpetology,HERPETOLOGY,R,4,5387,ornithology,10099,1,0,ornithology,e,e,1,2507,bank,otolaryngology,ornate,herpetology,ornithology,ornithology,0,0,Branch,of,zoology,dealing,with,birds,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,93,iniquitous,key,injured,thoughtless,THOUGHTLESS,R,1,454,rash,1030,0,0,injudicious,a,a,1,7772,injudicious,injured,thoughtless,iniquitous,key,injudicious,0,1,Showing,poor,judgment;,unwise,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,94,diffidence,alarm,decadence,yielding,DECADENCE,P,3,5132,deference,5917,1,0,deference,b,b,1,1834,decadence,deference,diffidence,alarm,yielding,deference,0,0,Humble,submission,and,respect,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,95,applause,wood,acclimate,testimonial,WOOD,U,2,5887,0,1213,0,0,accolade,b,b,1,5108,acclimate,accolade,applause,wood,testimonial,accolade,0,0,A,ceremonial,embrace;,an,award,or,expression,of,praise,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,96,Hamilton,disc,handle,Jefferson,HANDLE,P,1,580,hancock,2040,1,0,Hancock,e,e,1,2682,disc,Hamilton,handle,Jefferson,Hancock,Hancock,0,0,Last,name,of,first,man,to,sign,the,Declaration,of,Independence,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,97,Ontario,jump,otter,Toronto,ONTARIO,B,1,712,ottawa,2151,1,0,Ottawa,d,d,1,1414,Ontario,Toronto,jump,Ottawa,otter,Ottawa,0,0,Capital,of,Canada,,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,98,Cunningham,point,cummerbund,Browning,CUMMERBUND,P,1,1205,cummings,3060,1,0,Cummings,c,c,1,1955,Browning,point,Cummings,cummerbund,Cunningham,Cummings,0,0,20th,century,American,poet,whose,trademark,was,using,only,lowercase,letters,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,99,erratic,wrestle,ecstatic,bizarre,ECSTATIC,P,1,2084,esoteric,1420,0,0,eccentric,e,e,1,4053,wrestle,erratic,ecstatic,bizarre,eccentric,eccentric,0,0,Unconventional,and,slightly,strange;,deviating,from,an,established,or,usual,pattern,or,style,,,,,,,,,
2,Young,NoInstruction,tot extended prime,64,ExpProc4,100,illuminate,noise,elusive,clarify,ELUSIVE,P,1,1959,elucidate,3084,1,0,elucidate,a,a,1,2202,elucidate,elusive,clarify,illuminate,noise,elucidate,0,0,To,make,something,clear;,explain,in,detail,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,1,Cunningham,point,cummerbund,Browning,BROWNING,R,1,7341,ee,2690,0,0,Cummings,c,c,1,166,Browning,point,Cummings,cummerbund,Cunningham,Cummings,0,0,20th,century,American,poet,whose,trademark,was,using,only,lowercase,letters,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,2,illuminate,noise,elusive,clarify,CLARIFY,R,1,8652,clarify,10086,0,1,elucidate,b,e,0,5206,elusive,elucidate,illuminate,noise,clarify,clarify,R,0,To,make,something,clear;,explain,in,detail,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,3,omniscient,shrimp,omnivorous,endless,OMNISCIENT,B,4,11345,0,3037,0,0,omnipotent,c,c,1,7046,endless,shrimp,omnipotent,omnivorous,omniscient,omnipotent,0,0,Having,unlimited,power;,able,to,do,anything,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,4,avoid,dove,absolve,refuse,ABSOLVE,P,1,1558,abstain,2521,1,0,abstain,d,d,1,3250,avoid,refuse,dove,abstain,absolve,abstain,0,0,To,refrain,deliberately,and,often,with,an,effort,of,self-denial,from,an,action,or,practice,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,5,epitaph,crack,elephant,nickname,NICKNAME,R,2,0,0,6613,0,0,epithet,a,c,0,5124,epithet,elephant,nickname,epitaph,crack,nickname,R,0,An,adjective,or,phrase,expressing,a,quality,regarded,as,characteristic,of,the,person,or,thing,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,6,frivolous,pawn,facilitate,sarcastic,SARCASTIC,R,1,2578,satire,3962,0,0,facetious,e,d,0,6466,pawn,frivolous,facilitate,sarcastic,facetious,sarcastic,R,1,Treating,serious,issues,with,deliberately,inappropiate,humor,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,7,differ,llama,diva,split,SPLIT,R,4,10505,,10442,0,0,diverge,e,e,1,3017,llama,differ,diva,split,diverge,diverge,0,0,To,extend,in,separate,directions,from,a,common,point;,to,turn,aside,or,deviate,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,8,Saigon,thigh,sofa,Tokyo,THIGH,U,2,3380,0,3456,0,0,Seoul,c,e,0,4442,Tokyo,thigh,Seoul,sofa,Saigon,Saigon,B,0,Capital,of,South,Korea,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,9,Austen,truck,alchemy,Bronte,ALCHEMY,P,1,1407,alcott,4366,1,0,Alcott,b,b,1,4593,alchemy,Alcott,Austen,truck,Bronte,Alcott,0,0,Last,name,of,author,of,Little,Women,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,10,presumptuous,work,pretending,gaudy,WORK,U,4,6073,,11714,0,0,pretentious,e,e,1,5296,work,presumptuous,pretending,gaudy,pretentious,pretentious,0,1,Attempting,to,impress,by,affecting,greater,importance,or,talent,than,is,actually,possesssed,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,11,fortunate,lapse,forsee,haphazard,HAPHAZARD,R,1,1202,serendipitous,7217,0,0,fortuitous,c,c,1,4923,haphazard,lapse,fortuitous,forsee,fortunate,fortuitous,0,0,Happening,by,a,lucky,chance,or,by,accident,rather,than,by,design,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,12,Lindell,cash,linoleum,Earhart,LINDELL,B,1,3930,lindell,1996,0,1,Lindbergh,c,c,1,5606,Earhart,cash,Lindbergh,linoleum,Lindell,Lindbergh,0,0,Last,name,of,first,person,to,fly,solo,nonstop,across,Atlantic,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,13,Quinn,lawn,quake,Mondale,LAWN,U,2,2762,0,1331,0,0,Quayle,b,b,1,6062,quake,Quayle,Quinn,lawn,Mondale,Quayle,0,0,Last,name,of,vice,president,of,George,H.W.,Bush,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,14,Clayborn,knock,commence,Sawyer,COMMENCE,P,1,5486,clemens,3442,1,0,Clemens,d,d,1,2333,Clayborn,Sawyer,knock,Clemens,commence,Clemens,0,0,Original,last,name,of,Mark,Twain,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,15,twitch,weak,tip,jerk,WEAK,U,1,2619,twitch,3034,0,0,tic,d,a,0,1203,twitch,jerk,weak,tic,tip,twitch,B,0,A,habitual,spastic,motion,of,particular,"muscles,",especially,in,the,face,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,16,camoflauge,bagel,camelback,gecko,CAMELBACK,P,1,1127,chameleon,2760,1,0,chameleon,a,a,1,2617,chameleon,camelback,gecko,camoflauge,bagel,chameleon,0,0,A,small,lizard,with,skin,that,changes,color,to,match,its,surroundings,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,17,Namibia,bump,narrate,Tripoli,NAMIBIA,B,4,5490,0,2655,0,0,Nairobi,a,a,1,3285,Nairobi,narrate,Tripoli,Namibia,bump,Nairobi,0,0,Capital,of,Kenya,,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,18,diffidence,alarm,decadence,yielding,YIELDING,R,1,3462,yielding,3927,0,1,deference,e,e,1,3785,alarm,diffidence,decadence,yielding,deference,deference,0,0,Humble,submission,and,respect,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,19,Clark,length,clap,Frazier,CLAP,P,4,3342,clay,3436,1,0,Clay,e,e,1,2183,length,Clark,clap,Frazier,Clay,Clay,0,0,Original,last,name,of,Muhammad,Ali,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,20,Garner,water,garnish,Ball,BALL,R,4,14003,gable,2893,0,0,Garland,c,c,1,2955,Ball,water,Garland,garnish,Garner,Garland,0,0,Last,name,of,actress,who,played,Dorothy,in,Wizard,of,Oz,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,21,Driscoll,chew,deed,Gable,GABLE,R,4,3193,gable,1044,0,1,Dean,c,a,0,1416,Gable,chew,Dean,deed,Driscoll,Gable,R,0,Last,name,of,American,actor,known,for,his,role,in,Rebel,Without,A,Cause,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,22,Yosemite,gate,yesterday,Glacier,GATE,U,4,5458,yellowstone,2656,1,0,Yellowstone,e,e,1,2509,gate,Yosemite,yesterday,Glacier,Yellowstone,Yellowstone,0,0,National,park,in,which,Old,Faithful,is,located,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,23,Robertson,vowel,robbery,Ashe,VOWEL,U,4,7417,robinson,2132,1,0,Robinson,d,d,1,3091,Robertson,Ashe,vowel,Robinson,robbery,Robinson,0,0,Last,name,of,first,African,American,Major,League,Baseball,player,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,24,Heinola,shop,handkerchief,Oslo,OSLO,R,2,8532,0,1905,0,0,Helsinki,c,c,1,2328,Oslo,shop,Helsinki,handkerchief,Heinola,Helsinki,0,0,Capital,of,Finland,,,,,,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,25,erratic,wrestle,ecstatic,bizarre,BIZARRE,R,1,1508,bizarre,4608,0,1,eccentric,b,b,1,4427,ecstatic,eccentric,erratic,wrestle,bizarre,eccentric,0,0,Unconventional,and,slightly,strange;,deviating,from,an,established,or,usual,pattern,or,style,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,26,Norderstedt,image,neurosurgery,Berlin,NORDERSTEDT,B,1,5718,nuremburg,2771,0,0,Nuremberg,d,d,1,1988,Norderstedt,Berlin,image,Nuremberg,neurosurgery,Nuremberg,0,0,German,city,for,which,antisemitic,laws,were,named,,,,,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,27,promiscuous,gem,polygon,marriage,GEM,U,1,1021,polygamy,3106,1,0,polygamy,c,c,1,3183,marriage,gem,polygamy,polygon,promiscuous,polygamy,0,0,The,practice,of,having,more,than,one,spouse,at,the,same,time,,,,,,,,,,
2,Young,NoInstruction,tot extended prime,65,ExpProc1,28,Carlisle,lock,carwash,Edison,CARWASH,P,2,1413,,572,0,0,Carver,d,d,1,6048,Carlisle,Edison,lock,Carver,carwash,Carver,0,0,Last,name,of,man,credited,with,inventing,peanut,butter,,,,,,,,,,,,,
